,C,GS,IBM,HNZ
2010-04-14 16:00:00,49.210000000000001,179.28,125.65000000000001,42.530000000000001
2010-04-15 16:00:00,48.009999999999998,178.65000000000001,125.31,42.369999999999997
2010-04-16 16:00:00,45.520000000000003,155.80000000000001,125.06,42.460000000000001
2010-04-19 16:00:00,48.710000000000001,158.34,126.59,42.609999999999999
2010-04-20 16:00:00,49.609999999999999,155.09999999999999,124.16,42.780000000000001
2010-04-21 16:00:00,49.210000000000001,154.09,123.48999999999999,42.950000000000003
2010-04-22 16:00:00,48.609999999999999,154.19999999999999,123.62,42.899999999999999
2010-04-23 16:00:00,48.509999999999998,152.59999999999999,124.45,42.740000000000002
2010-04-26 16:00:00,46.020000000000003,147.40000000000001,125.15000000000001,42.68
2010-04-27 16:00:00,43.32,148.38,123.33,41.829999999999998
2010-04-28 16:00:00,44.420000000000002,152.22,124.55,42.100000000000001
2010-04-29 16:00:00,45.520000000000003,155.36000000000001,124.90000000000001,43.189999999999998
2010-04-30 16:00:00,43.619999999999997,140.77000000000001,123.5,43.119999999999997
2010-05-03 16:00:00,44.020000000000003,144.94,124.06999999999999,43.189999999999998
2010-05-04 16:00:00,42.520000000000003,144.90000000000001,122.66,42.810000000000002
2010-05-05 16:00:00,41.719999999999999,143.66999999999999,122.02,43.060000000000002
2010-05-06 16:00:00,40.329999999999998,137.97999999999999,119.23999999999999,41.619999999999997
2010-05-07 16:00:00,39.93,138.63,117.48999999999999,41.359999999999999
2010-05-10 16:00:00,42.119999999999997,139.44999999999999,121.5,42.68
2010-05-11 16:00:00,41.619999999999997,137.63999999999999,122.09999999999999,42.810000000000002
2010-05-12 16:00:00,41.719999999999999,142.71000000000001,127.67,43.310000000000002
2010-05-13 16:00:00,40.82,140.24000000000001,126.52,43.229999999999997
2010-05-14 16:00:00,39.729999999999997,138.86000000000001,126.23999999999999,42.420000000000002
2010-05-17 16:00:00,38.530000000000001,138.28999999999999,125.52,42.979999999999997
2010-05-18 16:00:00,37.229999999999997,133.16999999999999,125.05,42.859999999999999
2010-05-19 16:00:00,38.030000000000001,135.83000000000001,124.0,42.990000000000002
2010-05-20 16:00:00,36.229999999999997,131.94999999999999,119.13,42.170000000000002
2010-05-21 16:00:00,37.43,136.33000000000001,120.69,42.170000000000002
2010-05-24 16:00:00,37.729999999999997,132.52000000000001,119.75,42.18
2010-05-25 16:00:00,37.729999999999997,138.22,119.81999999999999,41.039999999999999
2010-05-26 16:00:00,38.530000000000001,136.02000000000001,118.58,40.719999999999999
2010-05-27 16:00:00,40.130000000000003,140.88,121.62,41.219999999999999
2010-05-28 16:00:00,39.530000000000001,140.21000000000001,120.53,40.649999999999999
2010-06-01 16:00:00,38.43,137.88,119.65000000000001,40.57
2010-06-02 16:00:00,39.130000000000003,140.77000000000001,122.59999999999999,41.340000000000003
2010-06-03 16:00:00,39.530000000000001,140.0,123.13,41.359999999999999
2010-06-04 16:00:00,37.829999999999998,138.25999999999999,120.55,40.350000000000001
2010-06-07 16:00:00,36.329999999999998,134.78999999999999,119.44,40.490000000000002
2010-06-08 16:00:00,37.130000000000003,133.91,119.05,41.229999999999997
2010-06-09 16:00:00,38.630000000000003,132.96000000000001,119.22,41.219999999999999
2010-06-10 16:00:00,38.93,130.02000000000001,122.86,41.909999999999997
2010-06-11 16:00:00,38.729999999999997,131.83000000000001,123.59999999999999,41.439999999999998
2010-06-14 16:00:00,38.729999999999997,129.69999999999999,123.65000000000001,41.829999999999998
2010-06-15 16:00:00,39.829999999999998,133.06,124.89,42.5
2010-06-16 16:00:00,39.829999999999998,133.22,125.43000000000001,42.549999999999997
2010-06-17 16:00:00,39.530000000000001,133.47,126.04000000000001,42.880000000000003
2010-06-18 16:00:00,40.030000000000001,134.30000000000001,125.23999999999999,42.549999999999997
2010-06-21 16:00:00,40.130000000000003,133.88,125.72,42.329999999999998
2010-06-22 16:00:00,39.329999999999998,131.00999999999999,124.42,41.969999999999999
2010-06-23 16:00:00,38.829999999999998,131.28,125.2,41.869999999999997
2010-06-24 16:00:00,37.729999999999997,131.19,123.34999999999999,41.619999999999997
2010-06-25 16:00:00,39.329999999999998,135.74000000000001,122.31999999999999,41.009999999999998
2010-06-28 16:00:00,39.93,132.83000000000001,124.11,41.409999999999997
2010-06-29 16:00:00,37.229999999999997,130.00999999999999,120.37,40.740000000000002
2010-06-30 16:00:00,37.530000000000001,127.59,118.81999999999999,40.159999999999997
2010-07-01 16:00:00,37.729999999999997,127.45999999999999,117.94,40.200000000000003
2010-07-02 16:00:00,37.829999999999998,127.40000000000001,117.26000000000001,40.100000000000001
2010-07-06 16:00:00,37.829999999999998,128.55000000000001,118.8,40.420000000000002
2010-07-07 16:00:00,38.93,132.02000000000001,122.20999999999999,41.280000000000001
2010-07-08 16:00:00,39.630000000000003,131.66,123.14,41.789999999999999
2010-07-09 16:00:00,40.329999999999998,134.19,123.13,41.729999999999997
2010-07-12 16:00:00,41.020000000000003,133.40000000000001,123.81,41.600000000000001
2010-07-13 16:00:00,42.920000000000002,136.31999999999999,125.56,42.0
2010-07-14 16:00:00,42.020000000000003,135.16,125.79000000000001,42.090000000000003
2010-07-15 16:00:00,41.520000000000003,141.15000000000001,125.79000000000001,42.009999999999998
2010-07-16 16:00:00,38.93,142.06999999999999,123.2,41.630000000000003
2010-07-19 16:00:00,39.729999999999997,141.59,124.89,41.649999999999999
2010-07-20 16:00:00,39.829999999999998,144.72999999999999,121.77,42.310000000000002
2010-07-21 16:00:00,39.329999999999998,142.87,120.54000000000001,41.829999999999998
2010-07-22 16:00:00,40.82,142.44,122.66,42.219999999999999
2010-07-23 16:00:00,40.130000000000003,143.25,123.53,42.520000000000003
2010-07-26 16:00:00,41.420000000000002,144.03999999999999,123.56,42.700000000000003
2010-07-27 16:00:00,41.520000000000003,143.09999999999999,123.77,42.75
2010-07-28 16:00:00,40.82,143.06999999999999,123.58,42.270000000000003
2010-07-29 16:00:00,41.119999999999997,148.30000000000001,123.19,41.520000000000003
2010-07-30 16:00:00,40.920000000000002,146.59,123.55,41.329999999999998
2010-08-02 16:00:00,41.82,148.46000000000001,125.81999999999999,41.770000000000003
2010-08-03 16:00:00,41.219999999999999,148.88999999999999,125.45,42.090000000000003
2010-08-04 16:00:00,41.32,152.02000000000001,126.31999999999999,42.630000000000003
2010-08-05 16:00:00,40.920000000000002,151.55000000000001,126.84999999999999,42.210000000000001
2010-08-06 16:00:00,40.530000000000001,150.83000000000001,125.84999999999999,42.130000000000003
2010-08-09 16:00:00,40.729999999999997,151.03999999999999,127.65000000000001,42.420000000000002
2010-08-10 16:00:00,39.93,149.58000000000001,127.48999999999999,42.460000000000001
2010-08-11 16:00:00,38.43,145.06,125.55,42.090000000000003
2010-08-12 16:00:00,38.630000000000003,145.22999999999999,124.06999999999999,42.090000000000003
2010-08-13 16:00:00,38.729999999999997,143.93000000000001,123.65000000000001,42.409999999999997
2010-08-16 16:00:00,38.630000000000003,143.61000000000001,123.56,42.399999999999999
2010-08-17 16:00:00,38.43,144.41999999999999,124.20999999999999,43.189999999999998
2010-08-18 16:00:00,38.530000000000001,145.00999999999999,125.12,43.670000000000002
2010-08-19 16:00:00,37.829999999999998,142.91999999999999,124.65000000000001,43.259999999999998
2010-08-20 16:00:00,37.43,144.08000000000001,123.3,43.759999999999998
2010-08-23 16:00:00,37.43,142.62,122.3,43.560000000000002
2010-08-24 16:00:00,37.030000000000001,139.91,120.78,43.090000000000003
2010-08-25 16:00:00,36.729999999999997,140.62,121.14,43.100000000000001
2010-08-26 16:00:00,36.530000000000001,137.83000000000001,118.73,42.93
2010-08-27 16:00:00,37.530000000000001,135.83000000000001,120.62,43.530000000000001
2010-08-30 16:00:00,36.630000000000003,133.16,119.33,42.829999999999998
2010-08-31 16:00:00,37.030000000000001,133.41999999999999,119.06999999999999,42.960000000000001
2010-09-01 16:00:00,38.43,136.16,121.62,42.990000000000002
2010-09-02 16:00:00,38.729999999999997,136.19999999999999,120.92,43.390000000000001
2010-09-03 16:00:00,39.030000000000001,143.52000000000001,123.37,43.130000000000003
2010-09-07 16:00:00,38.229999999999997,141.49000000000001,121.8,43.090000000000003
2010-09-08 16:00:00,38.329999999999998,143.75999999999999,121.92,43.130000000000003
2010-09-09 16:00:00,39.030000000000001,145.31999999999999,122.19,43.579999999999998
2010-09-10 16:00:00,39.030000000000001,146.53999999999999,123.77,43.579999999999998
2010-09-13 16:00:00,39.829999999999998,150.41999999999999,125.34,43.450000000000003
2010-09-14 16:00:00,39.329999999999998,148.62,124.59999999999999,43.420000000000002
2010-09-15 16:00:00,39.130000000000003,148.65000000000001,125.16,43.969999999999999
2010-09-16 16:00:00,39.630000000000003,148.33000000000001,125.39,44.140000000000001
2010-09-17 16:00:00,39.43,147.11000000000001,125.90000000000001,44.539999999999999
2010-09-20 16:00:00,39.829999999999998,148.00999999999999,127.44,45.030000000000001
2010-09-21 16:00:00,39.329999999999998,147.52000000000001,127.63,44.390000000000001
2010-09-22 16:00:00,38.729999999999997,144.28,128.19999999999999,44.539999999999999
2010-09-23 16:00:00,37.93,141.19999999999999,127.33,44.100000000000001
2010-09-24 16:00:00,38.93,143.50999999999999,129.69,44.82
2010-09-27 16:00:00,38.630000000000003,142.25999999999999,130.21000000000001,45.020000000000003
2010-09-28 16:00:00,38.729999999999997,141.30000000000001,130.44,44.969999999999999
2010-09-29 16:00:00,39.130000000000003,140.72,131.00999999999999,44.859999999999999
2010-09-30 16:00:00,39.030000000000001,140.88,129.72,44.43
2010-10-01 16:00:00,40.82,143.91999999999999,131.16999999999999,44.560000000000002
2010-10-04 16:00:00,40.229999999999997,142.81999999999999,130.78999999999999,44.420000000000002
2010-10-05 16:00:00,41.219999999999999,145.74000000000001,133.12,44.799999999999997
2010-10-06 16:00:00,40.920000000000002,146.97999999999999,133.28999999999999,45.18
2010-10-07 16:00:00,41.719999999999999,147.24000000000001,134.15000000000001,44.939999999999998
2010-10-08 16:00:00,41.82,148.75,134.27000000000001,44.810000000000002
2010-10-11 16:00:00,41.719999999999999,148.30000000000001,135.05000000000001,45.009999999999998
2010-10-12 16:00:00,42.32,151.22999999999999,135.24000000000001,45.210000000000001
2010-10-13 16:00:00,42.420000000000002,150.77000000000001,135.74000000000001,46.039999999999999
2010-10-14 16:00:00,40.530000000000001,147.71000000000001,136.83000000000001,46.039999999999999
2010-10-15 16:00:00,39.43,146.83000000000001,136.41,46.039999999999999
2010-10-18 16:00:00,41.619999999999997,149.75999999999999,138.12,46.240000000000002
2010-10-19 16:00:00,40.530000000000001,152.71000000000001,133.47999999999999,45.579999999999998
2010-10-20 16:00:00,41.020000000000003,155.50999999999999,134.47999999999999,46.189999999999998
2010-10-21 16:00:00,40.630000000000003,155.22,135.22,46.340000000000003
2010-10-22 16:00:00,41.020000000000003,153.72,135.06,46.479999999999997
2010-10-25 16:00:00,42.020000000000003,153.36000000000001,135.22999999999999,46.640000000000001
2010-10-26 16:00:00,41.719999999999999,154.24000000000001,136.03,46.060000000000002
2010-10-27 16:00:00,41.619999999999997,156.05000000000001,136.77000000000001,45.869999999999997
2010-10-28 16:00:00,41.619999999999997,159.06,136.25,46.32
2010-10-29 16:00:00,41.619999999999997,157.0,138.86000000000001,46.060000000000002
2010-11-01 16:00:00,41.420000000000002,157.43000000000001,138.59,46.07
2010-11-02 16:00:00,41.619999999999997,158.65000000000001,139.09999999999999,46.359999999999999
2010-11-03 16:00:00,41.82,158.46000000000001,139.41999999999999,46.420000000000002
2010-11-04 16:00:00,43.219999999999999,162.13,141.94999999999999,46.649999999999999
2010-11-05 16:00:00,44.82,166.69,142.08000000000001,46.189999999999998
2010-11-08 16:00:00,44.32,164.87,142.25999999999999,45.799999999999997
2010-11-09 16:00:00,42.920000000000002,162.28,141.94999999999999,45.549999999999997
2010-11-10 16:00:00,44.119999999999997,162.94,142.34999999999999,45.579999999999998
2010-11-11 16:00:00,43.520000000000003,163.41,141.25999999999999,45.310000000000002
2010-11-12 16:00:00,42.82,161.58000000000001,139.62,45.119999999999997
2010-11-15 16:00:00,43.119999999999997,162.94,139.52000000000001,45.18
2010-11-16 16:00:00,42.119999999999997,160.87,138.16,44.759999999999998
2010-11-17 16:00:00,41.82,160.66999999999999,137.88,44.789999999999999
2010-11-18 16:00:00,42.920000000000002,163.06,140.22,45.200000000000003
2010-11-19 16:00:00,42.619999999999997,162.40000000000001,140.88999999999999,45.020000000000003
2010-11-22 16:00:00,41.719999999999999,156.93000000000001,141.22,45.649999999999999
2010-11-23 16:00:00,40.920000000000002,153.74000000000001,139.06999999999999,45.140000000000001
2010-11-24 16:00:00,41.619999999999997,156.16,141.63,45.539999999999999
2010-11-26 16:00:00,41.020000000000003,154.16999999999999,139.77000000000001,45.469999999999999
2010-11-29 16:00:00,41.420000000000002,155.19999999999999,138.78999999999999,45.409999999999997
2010-11-30 16:00:00,41.920000000000002,152.47999999999999,137.40000000000001,45.280000000000001
2010-12-01 16:00:00,42.920000000000002,154.72999999999999,140.27000000000001,45.649999999999999
2010-12-02 16:00:00,44.119999999999997,158.69,141.02000000000001,45.740000000000002
2010-12-03 16:00:00,44.420000000000002,158.5,141.21000000000001,45.780000000000001
2010-12-06 16:00:00,44.420000000000002,158.83000000000001,140.83000000000001,45.75
2010-12-07 16:00:00,46.119999999999997,157.80000000000001,139.88999999999999,45.950000000000003
2010-12-08 16:00:00,46.310000000000002,162.24000000000001,140.81999999999999,46.18
2010-12-09 16:00:00,46.810000000000002,162.53999999999999,140.16,46.32
2010-12-10 16:00:00,47.609999999999999,164.52000000000001,140.66999999999999,46.770000000000003
2010-12-13 16:00:00,48.009999999999998,165.5,140.13999999999999,46.759999999999998
2010-12-14 16:00:00,46.810000000000002,163.40000000000001,141.63999999999999,47.18
2010-12-15 16:00:00,45.82,161.33000000000001,140.56999999999999,47.100000000000001
2010-12-16 16:00:00,45.82,160.59999999999999,140.40000000000001,47.5
2010-12-17 16:00:00,46.909999999999997,160.19,140.84,47.600000000000001
2010-12-20 16:00:00,47.009999999999998,162.15000000000001,140.37,47.18
2010-12-21 16:00:00,47.310000000000002,164.28,141.56,46.969999999999999
2010-12-22 16:00:00,47.210000000000001,165.62,141.75999999999999,47.060000000000002
2010-12-23 16:00:00,46.710000000000001,163.66999999999999,141.71000000000001,47.039999999999999
2010-12-27 16:00:00,47.609999999999999,165.84,141.16999999999999,46.850000000000001
2010-12-28 16:00:00,47.710000000000001,165.22,141.53,46.880000000000003
2010-12-29 16:00:00,47.609999999999999,163.69999999999999,142.31999999999999,46.890000000000001
2010-12-30 16:00:00,47.509999999999998,163.71000000000001,142.46000000000001,46.729999999999997
